video,match_beat,match_pnum,match_name,score,margin,second,prompt
beat_42_p04.mp4,beat_19,p02,beat_19_p02,0.2802,0.0101,beat_24_p03,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a split diagram — LEFT, a newspaper ad sketch with a big hand-drawn ""SHORT-TERM ACCESS"" headline and a smiling figure; RIGHT, the same figure now wrapped in a chain labeled ""3 YEARS"". Between them, a bold hand-drawn arrow with the label ""DELIVERED"". Caption beneath: ""WHAT THEY PROMISED. WHAT THEY DELIVERED."" 16:9, black ink on white, diagram style."
beat_24_p06.mp4,beat_19,p03,beat_19_p03,0.346,0.0552,beat_47_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a hand-drawn clipboard with a title: ""REFORMS — BALLY SETTLEMENT"", and three checkbox lines with small icons: ""GRACE PERIOD"" (a small clock), ""CLEARER CANCELLATION PROCEDURES"" (a form icon), ""PRO-RATA REFUNDS"" (a coin icon). Each box has a checkmark drawn in bold. The clipboard is held by a stick-figure hand. 16:9 widescreen, black marker ink on white, diagram style."
beat_29_p03.mp4,beat_19,p04,beat_19_p04,0.2658,0.0015,beat_33_p03,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick-figure executive at a desk, writing in a notebook with a thought bubble: ""CONTRACTS CAUSE COMPLAINTS. COMPLAINTS CAUSE SETTLEMENTS. REMOVE THE CONTRACT."" Behind the figure, a small window shows the old gym sign fading. The frame shows the industry reading the lesson. 16:9, black ink on white, sketchy documentary style."
beat_14_p01.mp4,beat_20,p01,beat_20_p01,0.3267,0.0032,beat_57_p02,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick figure holding a rolled contract document raised like a club, drawn in bold marker. The document is large and heavy, with ""3 YEARS"" written on it. The figure's posture is strong — holding the document as proof. Caption: ""THE LEGAL OBLIGATION. THE THING YOU CAN POINT AT."" 16:9 widescreen, black ink on white, documentary sketch style."
beat_19_p04.mp4,beat_20,p01,beat_20_p01,0.3378,0.0195,beat_33_p03,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick figure holding a rolled contract document raised like a club, drawn in bold marker. The document is large and heavy, with ""3 YEARS"" written on it. The figure's posture is strong — holding the document as proof. Caption: ""THE LEGAL OBLIGATION. THE THING YOU CAN POINT AT."" 16:9 widescreen, black ink on white, documentary sketch style."
beat_28_p02.mp4,beat_20,p01,beat_20_p01,0.287,0.0073,beat_19_p04,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick figure holding a rolled contract document raised like a club, drawn in bold marker. The document is large and heavy, with ""3 YEARS"" written on it. The figure's posture is strong — holding the document as proof. Caption: ""THE LEGAL OBLIGATION. THE THING YOU CAN POINT AT."" 16:9 widescreen, black ink on white, documentary sketch style."
beat_28_p03.mp4,beat_20,p01,beat_20_p01,0.3132,0.0143,beat_39_p03,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick figure holding a rolled contract document raised like a club, drawn in bold marker. The document is large and heavy, with ""3 YEARS"" written on it. The figure's posture is strong — holding the document as proof. Caption: ""THE LEGAL OBLIGATION. THE THING YOU CAN POINT AT."" 16:9 widescreen, black ink on white, documentary sketch style."
beat_65_p02.mp4,beat_20,p01,beat_20_p01,0.3133,0.0043,beat_39_p01,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick figure holding a rolled contract document raised like a club, drawn in bold marker. The document is large and heavy, with ""3 YEARS"" written on it. The figure's posture is strong — holding the document as proof. Caption: ""THE LEGAL OBLIGATION. THE THING YOU CAN POINT AT."" 16:9 widescreen, black ink on white, documentary sketch style."
beat_20_p01.mp4,beat_20,p02,beat_20_p02,0.2969,0.0019,beat_20_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single document page standing upright in the frame, drawn bold — with a danger vibe: radiating warning lines behind it, and a small hand-drawn label on it: ""LEGAL OBLIGATION"". Beneath the document, a growing shadow drawn as dark hatching — the shadow is labeled ""COMPLAINTS → ATTORNEYS GENERAL → SETTLEMENTS"". The document creates a chain reaction. 16:9, black ink only, sketchy documentary style."
beat_25_p01.mp4,beat_20,p03,beat_20_p03,0.3258,0.0201,beat_20_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick figure holding up a contract document before a small crowd of stick figures (the public), drawn with a determined posture. The crowd leans in. Above, a small newspaper sketch with a headline: ""GYM CHAIN ACCUSED"". The document is the figure's power. Caption: ""ONE DOCUMENT. AN ARMY OF SYMPATHY."" 16:9 widescreen, black ink on white, sketchy documentary style."
beat_31_p02.mp4,beat_22,p02,beat_22_p02,0.3144,0.034,beat_43_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a two-panel comparison. LEFT panel: ""BALLY"" — a labyrinth drawing with a chain and a document, labeled ""THE TRAP"". RIGHT panel: ""PLANET FITNESS"" — a simple door with a hand turning a knob, labeled ""THE EXIT"". A bold hand-drawn arrow between them. Caption: ""ONE MADE LEAVING A FIGHT. ONE MADE IT A DOOR."" 16:9 widescreen, black ink on white, diagram style."
beat_32_p01.mp4,beat_22,p03,beat_22_p03,0.2981,0.0392,beat_62_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard payoff frame: the word ""FRIENDLY"" drawn in bold marker with a circle around it, and beneath it a hand-drawn equation: ""CONSUMER-FRIENDLY ≠ PROFIT-KILLING"". Small icons: a smiling customer with coins flowing to a gym, and a chain broken on the ground. Caption: ""THE MOST CONSUMER-FRIENDLY GYM IN AMERICA — EXACTLY THE POINT."" 16:9, black ink only, confident sketchy style."
beat_38_p01.mp4,beat_22,p03,beat_22_p03,0.2964,0.0008,beat_25_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard payoff frame: the word ""FRIENDLY"" drawn in bold marker with a circle around it, and beneath it a hand-drawn equation: ""CONSUMER-FRIENDLY ≠ PROFIT-KILLING"". Small icons: a smiling customer with coins flowing to a gym, and a chain broken on the ground. Caption: ""THE MOST CONSUMER-FRIENDLY GYM IN AMERICA — EXACTLY THE POINT."" 16:9, black ink only, confident sketchy style."
beat_40_p03.mp4,beat_22,p03,beat_22_p03,0.2796,0.0034,beat_60_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard payoff frame: the word ""FRIENDLY"" drawn in bold marker with a circle around it, and beneath it a hand-drawn equation: ""CONSUMER-FRIENDLY ≠ PROFIT-KILLING"". Small icons: a smiling customer with coins flowing to a gym, and a chain broken on the ground. Caption: ""THE MOST CONSUMER-FRIENDLY GYM IN AMERICA — EXACTLY THE POINT."" 16:9, black ink only, confident sketchy style."
beat_36_p02.mp4,beat_24,p03,beat_24_p03,0.2945,0.0277,beat_65_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick figure searching frantically — drawn with motion lines and a magnifying glass — in front of a phone, a laptop, and an old tablet, each with a small ""?"" above. A speech bubble: ""WHICH PHONE WAS THE LOGIN ON?"" Doodle arrows zigzag between devices. Caption: ""FIND THE LOGIN YOU SET UP ON A DIFFERENT PHONE."" 16:9 widescreen, black marker ink on white, sketchy documentary style."
beat_36_p03.mp4,beat_24,p04,beat_24_p04,0.3149,0.0314,beat_57_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a clock face with a section of the dial hatched and labeled ""20 MINUTES"". Below the clock, a small figure at a desk scrolling a phone, drawn with a tired slouch and a small sweat drop. Caption: ""TWENTY MINUTES OF IRRITATION — TO RECOVER TEN DOLLARS."" 16:9 widescreen, black marker ink on white, sketchy documentary style."
beat_37_p01.mp4,beat_24,p04,beat_24_p04,0.2646,0.0044,beat_24_p05,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a clock face with a section of the dial hatched and labeled ""20 MINUTES"". Below the clock, a small figure at a desk scrolling a phone, drawn with a tired slouch and a small sweat drop. Caption: ""TWENTY MINUTES OF IRRITATION — TO RECOVER TEN DOLLARS."" 16:9 widescreen, black marker ink on white, sketchy documentary style."
beat_38_p02.mp4,beat_26,p01,beat_26_p01,0.3112,0.0075,beat_40_p03,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: two stick figures — one drawn solid, labeled ""THE PERSON WHO PLANS"" (with a calendar in hand); one drawn dashed, labeled ""THE PERSON ON TUESDAY"" (with a sofa). A thin hand-drawn line connects them, with a small price tag on the line: ""THE MEMBERSHIP BILLS THE GAP."" The two versions of one person. 16:9 widescreen, black marker ink on white, sketchy documentary style."
beat_01_p01.mp4,beat_28,p01,beat_28_p01,0.306,0.0077,beat_33_p03,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a classic software box drawn in bold black marker — a rectangular box with shrink-wrap highlights (thin diagonal lines), a simple logo scribble on the front, and a big price tag: ""$700"". The box sits on a flat surface with hatch shading beneath it. A small label on the box: ""PHOTOSHOP"". The box is the product — physical, heavy, real. 16:9 widescreen, black ink on white, documentary sketch style."
beat_20_p04.mp4,beat_29,p02,beat_29_p02,0.3026,0.0005,beat_04_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a storefront counter with a crowd of stick figures pushing forward, holding coins and old software boxes, a sign: ""NEW VERSION OUT"". A burst of radiating lines behind the crowd. The scene is the spike made physical. Caption: ""EVERYBODY UPGRADES — ONCE."" 16:9 widescreen, black marker ink on white, sketchy documentary style."
beat_40_p02.mp4,beat_29,p02,beat_29_p02,0.346,0.0556,beat_41_p04,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a storefront counter with a crowd of stick figures pushing forward, holding coins and old software boxes, a sign: ""NEW VERSION OUT"". A burst of radiating lines behind the crowd. The scene is the spike made physical. Caption: ""EVERYBODY UPGRADES — ONCE."" 16:9 widescreen, black marker ink on white, sketchy documentary style."
beat_18_p01.mp4,beat_30,p01,beat_30_p01,0.2697,0.0145,beat_57_p02,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a calendar page drawn in bold black marker, with ""MAY 6, 2013"" written large on it, the date circled heavily with radiating emphasis lines. The page is torn at the corner. Hatch shading behind the calendar. The date is the pivot of the story. 16:9 widescreen, black ink on white, documentary sketch style."
beat_18_p02.mp4,beat_30,p01,beat_30_p01,0.2801,0.0019,beat_15_p02,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a calendar page drawn in bold black marker, with ""MAY 6, 2013"" written large on it, the date circled heavily with radiating emphasis lines. The page is torn at the corner. Hatch shading behind the calendar. The date is the pivot of the story. 16:9 widescreen, black ink on white, documentary sketch style."
beat_41_p01.mp4,beat_30,p01,beat_30_p01,0.3432,0.0408,beat_40_p03,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a calendar page drawn in bold black marker, with ""MAY 6, 2013"" written large on it, the date circled heavily with radiating emphasis lines. The page is torn at the corner. Hatch shading behind the calendar. The date is the pivot of the story. 16:9 widescreen, black ink on white, documentary sketch style."
beat_41_p05.mp4,beat_30,p01,beat_30_p01,0.3481,0.0332,beat_13_p02,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a calendar page drawn in bold black marker, with ""MAY 6, 2013"" written large on it, the date circled heavily with radiating emphasis lines. The page is torn at the corner. Hatch shading behind the calendar. The date is the pivot of the story. 16:9 widescreen, black ink on white, documentary sketch style."
beat_41_p02.mp4,beat_30,p02,beat_30_p02,0.3054,0.0065,beat_33_p03,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick-figure executive standing on a small stage, holding two items — a functioning software box and a ""REASONS TO REBUY"" checklist that is empty. The figure looks uncomfortable (drawn with a wavy sweat line). A thought bubble: ""WE HAVE TO INVENT REASONS."" Caption: ""THE UNCOMFORTABLE POSITION OF SELLING A TOOL THAT WORKS."" 16:9 widescreen, black ink on white, documentary style."
beat_41_p03.mp4,beat_30,p03,beat_30_p03,0.2854,0.0084,beat_33_p03,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a corridor with two doors — the left door labeled ""PHOTOSHOP — ONE-TIME BUY"" has a bold X and ""CLOSED"" sign; the right door labeled ""CREATIVE CLOUD — MONTHLY"" is open with light radiating. A stick figure hesitates between them. Caption: ""THE ONLY WAY TO GET PHOTOSHOP WAS THE SUBSCRIPTION."" 16:9, black marker ink on white, sketchy documentary style."
beat_41_p04.mp4,beat_30,p04,beat_30_p04,0.2951,0.0004,beat_17_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a key icon drawn in bold strokes, but its teeth are fading (dashed outline) and it's attached to a chain that runs off-frame into a cloud shape. A small label: ""YOURS — FADING"". Caption: ""THE KEY WAS GONE. ACCESS BECAME A RENTAL."" 16:9, black ink only, sketchy documentary style."
beat_42_p02.mp4,beat_31,p02,beat_31_p02,0.3015,0.0207,beat_60_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a split comparison — LEFT: a designer with a box labeled ""STOPPED PAYING — KEEPS TOOLS"" (with a checkmark); RIGHT: the same designer with a monitor now showing a lock icon, labeled ""STOPPED PAYING — FILES UNOPENABLE"" (with an X). Caption: ""UNDER THE NEW MODEL, STOPPING PAID MEANT LOSING YOUR WORK."" 16:9, black marker ink on white, sketchy documentary style."
beat_42_p03.mp4,beat_31,p03,beat_31_p03,0.3654,0.0284,beat_53_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a large wave drawn in bold strokes — drawn with swirling motion lines and hatching — labeled ""THE BACKLASH"", crashing against a small company building icon on a cliff. Spray marks drawn as small radiating dots. The wave is the anger made physical. 16:9 widescreen, black ink on white, documentary sketch style."
beat_42_p05.mp4,beat_32,p01,beat_32_p01,0.2644,0.0008,beat_39_p01,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: ""$1.23B"" drawn small and light on the LEFT with a label ""2013"" beneath it, and ""$18.28B"" drawn enormous and heavy on the RIGHT with a label ""2023"". A bold hand-drawn arrow with hatching connects them. Radiating emphasis lines around the big number. Caption: ""SUBSCRIPTION REVENUE."" 16:9 widescreen, black ink on white, documentary sketch style."
beat_43_p01.mp4,beat_32,p03,beat_32_p03,0.2967,0.0032,beat_33_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: the rising revenue curve drawn across the bottom of the frame, and floating above it a big hand-drawn question mark with a small label: ""DID PHOTOSHOP GET 15× BETTER?"" A tiny stick figure at the edge of the chart looks up at the question. The frame sets up the next beat's reversal. 16:9, black ink on white, documentary sketch style."
beat_43_p02.mp4,beat_33,p01,beat_33_p01,0.3058,0.0239,beat_34_p03,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: ""15×"" drawn in enormous bold black marker with a heavy hand-drawn slash crossing it out, radiating impact lines. Beneath, smaller text: ""BETTER? NO."" Caption: ""ADOBE DID NOT GET 15× BETTER AT MAKING SOFTWARE."" 16:9 widescreen, black ink on white, documentary sketch style."
